2018-08-09 12:10:06,045 [INFO   ] local-test13 >> Starting kill query Thread: local-test13
2018-08-09 17:11:08,785 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:10,787 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 17:11:10,790 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:10,790 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:10,806 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:10,806 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:12,815 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:12,825 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:12,826 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:12,883 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:12,884 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:14,919 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:14,965 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:14,979 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:15,138 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:15,139 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:17,143 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:17,148 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:17,149 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:17,176 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:17,176 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:19,179 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:19,182 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:19,182 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:19,197 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:19,198 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:21,202 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:21,207 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:21,208 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:21,219 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:21,219 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:23,220 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 17:11:23,223 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:23,223 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:23,232 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:23,232 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:25,235 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:25,237 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:25,238 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:25,246 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:25,246 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:27,247 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:27,251 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:27,252 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:27,261 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:27,261 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:29,264 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:29,269 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:29,270 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:29,292 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:29,293 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:31,302 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:31,311 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:31,312 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:31,400 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:31,401 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:33,423 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:33,431 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:33,431 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:33,476 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:33,476 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:35,478 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 17:11:35,484 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:35,484 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:35,505 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:35,505 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:37,508 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:37,511 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:37,511 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:37,534 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:37,534 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:39,537 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:39,541 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:39,541 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:39,557 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:39,557 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:41,559 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:41,563 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:41,563 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:41,573 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:41,573 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:43,577 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:43,581 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:43,581 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:43,593 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:43,593 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:45,596 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:45,600 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:45,600 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:45,625 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:45,625 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:47,626 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 17:11:47,629 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:47,629 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:47,637 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:47,638 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:49,640 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:49,644 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:49,645 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:49,662 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:49,662 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:51,666 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:51,668 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:51,669 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:51,679 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:51,679 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:53,682 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:53,684 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:53,684 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:53,695 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:53,695 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:55,697 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:55,701 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:55,701 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:55,710 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:55,710 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:57,713 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:57,715 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:57,717 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:57,725 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:57,725 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:11:59,726 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 17:11:59,729 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:11:59,730 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:11:59,740 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:11:59,740 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:01,742 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:01,744 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:01,744 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:01,758 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:01,758 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:03,761 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:03,765 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:03,766 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:03,789 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:03,789 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:05,792 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:05,795 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:05,796 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:05,805 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:05,806 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:07,808 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:07,811 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:07,812 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:07,840 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:07,840 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:09,844 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:09,847 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:09,847 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:09,856 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:09,856 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:09,856 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:12:11,858 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 17:12:11,861 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:11,861 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:11,869 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:11,869 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:11,869 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:12:13,874 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:13,878 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:13,878 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:13,891 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:13,892 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:13,892 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:12:15,910 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:15,919 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:15,922 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:16,006 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:16,007 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:16,007 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:12:18,026 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:18,033 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:18,034 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:18,066 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:18,067 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:18,068 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:12:20,072 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:20,076 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:20,077 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:20,089 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:20,089 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:20,090 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:12:22,095 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:22,097 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:22,098 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:22,109 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:22,110 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:22,110 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:12:24,117 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 17:12:24,119 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:24,119 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:24,134 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:24,135 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:24,135 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:12:26,138 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:26,142 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:26,142 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:26,162 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:26,162 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:26,163 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:12:28,167 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:28,170 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:28,171 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:28,184 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:28,184 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:28,184 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:12:30,192 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:30,199 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:30,203 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:30,232 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:30,232 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:30,232 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:12:32,241 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:32,255 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:32,256 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:32,439 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:32,439 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:32,440 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:12:34,478 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:34,482 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
2018-08-09 17:12:34,483 [DEBUG  ] local-test13 >> get the information_schema.processlist on this moment: D:\deploy\test3\mykill\processlist_local-test13.txt
2018-08-09 17:12:34,507 [DEBUG  ] local-test13 >> this threads COULD be killed: defaultdict(<class 'list'>, {'gaotuan': [32]})
2018-08-09 17:12:34,508 [INFO   ] local-test13 >> (gaotuan) run in dry_run=1 mode , do not kill, but take status snapshot the first time
2018-08-09 17:12:34,508 [DEBUG  ] local-test13 >> begin check active session  from  information_schema.processlist
2018-08-09 17:12:36,511 [INFO   ] local-test13 >> (gaotuan) MySQL try ping to keep session alive
2018-08-09 17:12:36,516 [DEBUG  ] local-test13 >> no section id_local-test13 found in mysqk.ini, use comm section
